code,code_name,信号日期,当日收盘价,5日均线,20日均线,60日均线,当日J值,前一日J值,5日收益率,10日收益率,30日收益率
sh.600547,山东黄金,2024-04-22,30.39,30.91,29.52,24.81,-1.37,22.44,-3.78,-0.86,-4.21
sh.600660,福耀玻璃,2024-04-25,44.75,45.37,44.72,42.76,-1.61,24.43,13.92,14.23,4.94
sh.600900,长江电力,2024-04-26,25.57,25.73,25.46,25.11,-0.93,27.66,-1.02,-0.35,12.24
sh.601766,中国中车,2024-04-26,7.23,7.3,7.15,6.53,-0.37,22.66,-2.21,-0.55,-2.9
sh.688187,时代电气,2024-04-26,50.0,50.54,49.44,42.68,-1.9,17.33,-2.0,-1.62,-4.0
sh.600875,东方电气,2024-04-29,17.22,17.47,16.8,15.89,-4.89,8.58,3.48,1.8,4.76
sh.601988,中国银行,2024-04-29,4.57,4.61,4.57,4.47,-2.17,7.52,-2.19,-2.19,-1.97
sh.601288,农业银行,2024-04-30,4.4,4.46,4.39,4.22,-4.93,20.12,-0.68,-0.45,-5.23
sh.601998,中信银行,2024-04-30,6.88,6.91,6.77,6.46,-4.6,6.22,2.47,2.03,-6.1
sh.600519,贵州茅台,2024-05-14,1701.98,1733.39,1701.55,1698.48,-2.75,21.35,0.18,-2.19,-12.5
sh.600845,宝信软件,2024-05-14,39.95,39.96,39.21,40.99,-0.11,5.54,1.95,-2.03,-17.7
sh.600372,中航机载,2024-05-15,12.12,12.37,12.05,11.77,-2.97,30.32,0.66,-3.14,-4.95
sh.601360,三六零,2024-05-15,8.51,8.71,8.46,8.66,-2.05,18.42,0.94,-3.88,-9.05
sz.000858,五粮液,2024-05-15,151.37,152.62,149.92,147.2,-1.09,7.55,2.48,-1.43,-14.35
sz.300015,爱尔眼科,2024-05-15,12.61,12.8,12.6,13.35,-1.9,31.72,1.67,-3.49,-16.89
sz.300502,新易盛,2024-05-15,80.77,82.48,78.27,70.96,-1.53,2.8,9.76,8.78,30.05
sh.600030,中信证券,2024-05-16,18.78,18.92,18.66,19.79,-10.88,0.56,0.48,-1.17,-2.93
sh.600196,复星医药,2024-05-16,23.72,23.9,23.42,23.84,-0.69,21.9,-2.19,-2.4,-6.66
sh.600958,东方证券,2024-05-16,8.31,8.41,8.24,8.43,-5.96,18.87,-0.72,-2.41,-8.54
sh.601881,中国银河,2024-05-16,12.0,12.29,11.89,11.95,-4.36,15.43,-0.75,-4.0,-9.5
sz.002352,顺丰控股,2024-05-16,36.38,37.07,36.19,37.05,-0.51,39.47,5.88,1.57,-1.9
sz.002594,比亚迪,2024-05-16,218.31,223.17,218.2,207.33,-4.85,11.55,-1.54,4.37,14.63
sz.300014,亿纬锂能,2024-05-16,37.6,37.91,36.95,38.3,-0.66,9.85,1.22,2.26,6.17
sh.601901,方正证券,2024-05-17,8.72,8.96,8.55,8.01,-1.69,1.38,-4.36,-5.5,-10.44
sz.300347,泰格医药,2024-05-17,56.99,57.77,56.53,51.33,-5.51,2.63,-3.65,-5.37,-15.0
sh.601878,浙商证券,2024-05-20,11.59,12.06,11.18,10.66,-2.62,6.23,-2.24,-5.61,-7.94
sh.605499,东鹏饮料,2024-05-20,220.3,224.03,213.33,194.21,-3.39,29.95,1.22,4.02,-2.73
sh.688169,石头科技,2024-05-20,426.74,439.39,420.18,363.68,-4.58,4.08,-2.11,2.68,-11.39
sz.002252,上海莱士,2024-05-20,7.31,7.39,7.27,7.16,-1.79,10.65,-2.74,-3.69,7.8
sh.600690,海尔智家,2024-05-21,30.46,31.39,30.44,26.76,-14.9,0.2,-1.02,-1.12,-12.15
sh.603195,公牛集团,2024-05-21,123.4,125.71,120.57,109.1,-12.38,8.01,0.89,-0.92,-40.38
sz.000651,格力电器,2024-05-21,41.8,42.21,41.5,39.91,-5.28,1.83,-0.57,-0.53,-8.78
sh.600160,巨化股份,2024-05-22,24.54,24.99,24.26,22.52,-2.03,15.95,-4.16,-3.91,0.24
sz.002028,思源电气,2024-05-22,68.61,70.41,68.56,62.99,-1.51,13.93,6.78,8.22,-7.93
sh.601872,招商轮船,2024-05-23,9.1,9.23,8.96,8.17,-1.42,10.67,0.0,-1.21,-3.3
sz.002001,新和成,2024-05-23,19.52,19.76,19.44,18.04,-4.23,11.54,-3.28,-2.51,-1.54
sh.600085,同仁堂,2024-05-24,45.51,45.75,44.88,43.27,-0.72,4.51,-2.07,-3.23,-16.99
sh.600183,生益科技,2024-05-24,19.8,20.48,19.57,17.93,-1.41,28.12,-0.1,0.51,1.57
sh.688506,百利天恒,2024-05-24,179.62,182.0,175.06,141.27,-0.15,4.65,-2.03,15.22,-4.0
sz.000786,北新建材,2024-05-24,33.66,34.52,33.45,30.26,-5.48,17.08,-3.98,-4.66,-17.11
sz.002311,海大集团,2024-05-24,51.82,52.52,51.56,46.73,-1.28,17.74,-2.24,-4.98,-9.88
sz.300759,康龙化成,2024-05-24,21.1,21.7,20.92,21.19,-11.89,4.07,-2.18,-7.35,-12.09
sh.601628,中国人寿,2024-05-28,31.93,32.28,31.83,29.75,-2.33,7.93,-1.13,-3.95,-2.07
sz.001979,招商蛇口,2024-05-28,9.98,10.21,9.73,9.18,-3.64,7.76,1.1,-1.1,-13.03
sh.600585,海螺水泥,2024-05-29,24.43,24.56,24.3,23.38,-10.13,0.59,-0.33,-4.71,1.51
sz.002142,宁波银行,2024-05-29,24.68,25.16,24.54,22.46,-4.49,19.14,-2.67,-9.64,-14.1
sz.002475,立讯精密,2024-05-29,31.18,31.64,31.0,29.26,-0.45,8.98,5.45,6.57,34.0
